id_product;energy_100g;fat_100g;saturated_fat_100g;carbohydrates_100g;sugars_100g;proteins_100g;nutrition_score_fr_100g;energy_kcal_100g;ecoscore_score
1319740;1544.0;29.0;19.0;0.0;0.0;27.0;12.0;369.0;43
1319784;946.0;13.4;2.4;0.0;0.0;26.4;3.0;226.0;5
1183143;2075.0;25.0;2.6;56.0;2.6;9.9;18.0;496.0;44
1089425;584.0;9.8;2.6;0.3;0.3;12.7;-1.0;140.0;68
1415152;1996.0;20.4;;62.3;;11.5;;;97
1415144;272.0;3.03;1.0;7.93;3.54;1.5;;65.0;60
770450;791.0;15.0;1.0;11.8;7.8;0.5;11.0;189.0;
770451;1070.0;13.5;6.77;17.4;4.83;15.5;14.0;;9
1243849;1648.0;41.0;25.7;6.1;1.9;0.2;23.0;394.0;49
1249874;;41.5;;2.51;;1.47;;;104
2171637;;3.4;;0.3;;22.1;;;16
961677;188.0;0.1;0.1;11.0;10.0;0.4;15.0;45.0;
1025568;548.0;4.9;1.8;0.7;0.7;21.0;3.0;131.0;17
1029376;414.0;1.6;1.0;17.8;12.4;3.4;;99.0;
1049475;0.0;;0.0;;0.0;0.0;0.0;0.0;
2185055;120.0;0.3;;5.0;;1.2;;;95
770453;2004.0;19.3;12.3;67.5;22.8;8.1;23.0;;58
770454;1090.0;15.8;9.5;25.6;24.8;3.5;17.0;;79
1001905;699.0;14.0;10.0;3.0;3.0;7.0;16.0;169.0;50
1321208;584.0;7.3;4.4;10.1;1.0;8.1;2.0;;
1065872;1569.0;1.2;0.3;78.2;2.7;11.0;-4.0;375.0;
1081041;4.0;0.5;0.1;0.5;0.5;0.5;2.0;1.0;
1159887;134.0;0.4;0.0;7.99;7.99;0.0;11.0;32.0;
997884;2322.0;36.0;18.0;44.0;5.2;13.0;23.0;555.0;72
2067219;2095.0;25.5;15.5;59.0;40.5;5.8;21.0;500.0;41
1850520;;0.0;0.0;6.76;6.76;0.0;;;
1761465;1613.0;3.0;0.5;77.0;18.0;9.0;-1.0;381.0;29
1038102;1597.0;3.5;0.7;74.0;29.0;9.0;11.0;377.0;29
1072608;1253.0;30.0;21.0;3.2;2.4;6.0;14.0;304.0;61
2034430;1728.0;9.9;4.0;68.8;30.0;8.2;11.0;413.0;53
1036962;482.0;3.0;1.2;0.8;0.8;21.0;5.0;;30
1096553;275.0;;;16.0;16.0;0.2;;65.0;9
1285009;1035.0;21.0;4.5;1.2;0.7;14.0;4.0;;27
1125757;879.0;8.6;4.2;24.0;1.6;8.4;5.0;210.0;
1191098;1079.0;4.8;1.8;42.0;3.2;10.0;1.0;256.0;74
1025577;534.0;5.0;1.9;2.5;1.0;18.0;2.0;127.0;
1159891;142.0;0.0;0.0;8.5;8.5;0.0;11.0;34.0;
1039712;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
1091334;;;;;;;0.0;;
1074333;1552.0;3.9;2.3;74.6;65.0;8.2;;;57
1007252;1347.0;8.0;5.0;55.0;55.0;7.5;19.0;322.0;56
1037336;583.0;12.0;7.8;5.5;4.1;2.7;7.0;141.0;59
1075046;478.0;3.9;1.5;9.3;0.6;10.3;0.0;;69
1074917;883.0;15.0;6.2;0.0;0.0;19.0;4.0;211.0;29
2595927;1583.0;12.0;6.5;57.0;15.0;10.0;3.0;37.0;73
1074477;2266.0;36.0;22.0;41.0;36.0;9.1;18.0;545.0;44
1049249;1251.0;0.2;0.1;71.0;57.0;0.7;12.0;299.0;
1074395;753.0;13.0;3.0;12.0;1.4;3.3;4.0;180.0;
2033987;448.0;3.9;1.5;11.8;1.9;5.9;1.0;;22
1271902;1208.0;23.0;16.0;1.0;1.0;20.0;12.0;291.0;38
1320561;1802.0;13.0;4.7;66.0;17.0;9.5;7.0;429.0;79
1284442;64.0;0.1;0.5;0.8;0.5;2.0;4.0;;79
1284815;99.0;0.2;0.1;2.8;2.0;1.9;0.0;;79
1001822;324.0;1.7;0.4;11.8;7.4;2.4;-1.0;;79
1320284;920.0;18.6;11.5;10.6;10.6;2.6;14.0;;69
464741;;31.0;;;;;;;65
1010893;289.0;2.1;0.54;9.5;2.29;2.3;;69.0;
1879539;192.0;0.0;0.0;10.8;10.8;;;45.0;
1034626;;0.0;0.0;8.0;7.8;0.1;;;
1067338;140.0;0.0;0.0;8.0;7.9;0.0;11.0;35.0;
1077570;716.0;13.0;5.2;2.5;1.2;11.0;4.0;172.0;
1174166;1747.0;17.4;8.5;59.3;13.2;6.2;10.0;417.0;110
1093088;1561.0;26.8;11.1;1.9;1.2;31.1;24.0;373.0;45
1284443;111.0;0.0;0.0;6.5;6.5;0.0;9.0;;
1299588;17.0;0.0;0.0;0.0;0.0;0.0;;4.0;100
941939;669.0;8.9;3.3;0.5;0.5;20.0;5.0;160.0;34
1010359;1088.0;22.0;10.0;1.6;0.0;1.0;19.0;260.0;48
1825990;;1.1;0.7;3.3;1.2;0.5;;;
1848599;2395.0;40.0;15.5;42.5;39.0;7.7;20.0;;46
1279114;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
1045406;293.0;1.3;0.2;9.8;0.2;3.2;-4.0;70.0;90
1059150;138.0;0.0;0.0;7.6;7.6;0.5;1.0;32.0;10
1191782;97.0;0.5;0.0;3.0;3.0;1.2;-5.0;23.0;79
1277297;1640.0;4.8;4.7;84.2;56.8;1.1;18.0;385.0;46
1279434;1250.0;0.0;0.0;73.3;60.0;0.0;;;98
1786982;242.7;0.0;;13.3;13.3;0.4;;;
1091034;762.0;14.3;;10.6;;2.9;;;
1850068;190.0;3.4;0.5;2.5;2.2;1.0;0.0;46.0;79
1320563;1540.0;7.5;1.2;58.0;1.0;11.0;-5.0;368.0;66
1067343;6.0;0.0;0.0;0.1;0.0;0.0;1.0;1.0;48
1045029;858.0;19.0;12.5;5.0;4.5;3.5;17.0;205.0;46
2555979;703.0;1.0;0.0;41.0;41.0;1.28;16.0;168.0;
1136084;1983.0;25.0;11.0;56.0;35.0;5.3;22.0;;50
1021802;267.0;0.1;0.0;14.5;11.8;0.3;-1.0;;
1129830;257.0;4.1;0.4;4.3;3.4;1.6;0.0;61.5;79
1135918;466.0;3.0;0.96;1.9;1.9;19.0;4.0;;39
1045447;213.0;2.1;0.3;4.1;2.8;3.6;-2.0;51.0;79
1093480;198.0;;;11.0;11.0;0.5;;198.0;33
1285764;655.0;14.4;;5.4;;1.8;;158.0;90
1140422;418.0;1.8;0.3;17.4;10.2;3.4;1.0;100.0;121
1077708;4.1;0.02;;0.2;;0.03;;1.0;
1068781;2162.0;44.2;17.7;2.0;1.0;29.0;26.0;;21
1077681;84.0;0.0;0.0;5.0;5.0;0.0;7.0;20.0;
1077673;50.0;0.0;;3.0;3.0;0.0;;;
1077686;4.1;0.0;0.0;0.2;0.2;0.03;3.0;;
1004146;1887.0;16.5;6.5;66.0;1.1;7.6;15.0;;
2033285;828.0;2.4;0.3;33.5;4.0;9.9;;198.0;
1078594;301.0;0.5;0.1;16.3;15.1;0.5;2.0;72.0;
1080664;428.0;0.9;0.7;1.5;1.5;20.9;2.0;98.0;20
1093455;251.0;0.01;0.0;14.0;14.0;0.5;19.0;60.0;49
1067350;6.0;0.0;0.0;0.5;0.5;0.0;2.0;1.0;47
1071810;998.0;10.3;2.5;24.5;2.2;11.0;5.0;238.0;32
1191730;142.0;0.0;0.0;7.9;6.2;0.5;0.0;;
1067692;167.0;1.5;0.3;6.0;4.5;0.5;0.0;;81
1286915;891.0;7.0;1.2;27.0;3.4;10.0;3.0;213.0;
1000672;314.0;0.6;0.21;15.7;14.5;0.6;-3.0;;81
1299717;279.0;0.2;0.1;13.2;8.3;1.1;9.0;66.0;79
1714362;176.0;0.0;0.0;10.6;10.6;0.0;14.0;42.0;
1319895;167.0;1.7;0.3;3.4;1.1;1.6;-1.0;40.0;
996256;293.0;5.0;3.5;3.5;0.9;2.0;5.0;70.0;
1879369;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
1060162;958.0;13.0;8.5;24.0;17.0;3.9;13.0;;
1027368;1389.0;0.5;0.01;75.0;43.0;6.6;13.0;332.0;74
1117185;230.0;0.1;0.1;1.2;1.0;11.8;1.0;55.0;
1060170;172.0;0.1;0.0;9.4;9.4;0.5;13.0;;8
1067819;410.0;3.1;1.3;13.2;0.7;3.0;2.0;;70
1285756;1129.0;24.0;17.0;2.6;2.6;11.6;14.0;273.0;42
1060297;1055.0;22.5;4.1;8.0;3.9;5.1;11.0;;
1095242;1372.0;0.2;0.0;80.2;0.0;1.3;13.0;328.0;
1081331;1993.0;19.7;10.3;64.6;24.3;7.0;15.0;;70
1879440;79.0;0.0;0.0;4.6;4.6;0.0;7.0;19.0;
1297721;151.0;0.0;0.0;8.9;8.9;0.0;12.0;36.0;
1299078;25.0;;;1.5;1.5;;;5.0;
1076211;1618.0;5.6;2.5;72.0;3.2;11.0;10.0;;76
1847634;2008.0;19.0;6.9;70.0;34.0;5.7;18.0;;50
1079356;2121.0;26.7;2.3;61.1;1.0;5.0;17.0;507.0;72
1080499;2000.0;20.9;2.5;55.4;2.3;14.0;13.0;478.0;72
1082630;;8.7;;75.2;;8.5;;;-25
1077949;202.0;0.6;0.3;7.5;7.5;3.1;-2.0;57.0;81
1067000;1191.0;4.7;0.7;47.7;5.6;10.4;1.0;;73
1034631;111.0;0.0;0.0;6.3;6.3;0.0;9.0;;
1287017;107.0;0.0;0.0;6.3;6.3;0.0;9.0;25.0;
1879274;4.3;0.0;0.0;0.0;0.0;0.0;1.0;;
1256949;4.0;0.5;0.5;0.5;0.5;0.5;2.0;1.0;
1879149;5.1;0.0;0.0;0.0;0.0;0.0;1.0;;
1034601;137.0;;;31.9;;;;;49
997305;600.0;15.0;2.0;0.0;0.0;0.9;7.0;146.0;79
1039424;1464.0;2.0;1.5;72.0;2.0;8.5;-1.0;350.0;84
1154858;1188.0;15.0;3.45;27.1;10.1;8.9;14.0;284.0;
1147121;968.52;22.0;;8.9;;1.7;;;
1907715;1218.0;25.0;10.0;1.5;0.0;15.0;22.0;291.0;
1115894;2311.0;56.6;;5.3;;0.9;;;32
1401644;172.0;0.2;0.0;8.8;6.6;0.9;3.0;41.0;114
1119849;96.0;0.01;0.0;5.6;5.6;0.017;8.0;;
1059574;604.0;4.7;0.6;20.0;3.4;4.5;0.0;;77
1118951;9.0;0.0;0.0;0.5;0.5;0.0;2.0;;
1528938;82.0;0.1;;4.3;;0.1;;;
1119862;155.0;0.0;0.0;9.1;9.1;0.0;13.0;36.0;
1148317;674.0;10.2;1.2;7.6;1.4;9.5;4.0;;45
1157064;163.0;0.0;0.0;9.7;9.7;0.0;13.0;39.0;
1015532;7.9;0.5;0.5;0.3;0.2;0.5;2.0;1.9;
1051209;275.0;1.0;0.5;11.0;11.0;3.0;1.0;65.0;72
1072642;163.0;0.0;0.0;9.4;9.4;0.1;13.0;39.0;
2628731;192.0;0.0;0.0;11.0;11.0;0.0;15.0;46.0;
1182181;388.0;1.9;0.3;13.0;3.6;6.0;0.0;92.0;
996204;117.0;0.5;0.2;5.0;2.2;0.8;3.0;28.0;
1354917;2410.0;38.5;21.4;52.6;52.6;5.8;27.0;576.0;52
1758582;238.0;0.0;0.0;14.0;14.0;0.0;18.0;57.0;
1010896;260.0;2.0;0.24;7.9;1.8;2.3;;62.0;
2526815;357.0;0.7;0.5;17.0;16.0;2.5;3.0;;
2526846;406.0;2.6;1.7;14.8;14.6;3.4;1.0;;66
997786;1925.0;16.0;5.2;68.0;21.0;8.1;13.0;;40
1221167;2159.0;30.0;18.0;49.0;45.0;8.1;20.0;516.0;20
2523946;597.0;8.3;4.0;15.7;13.2;1.0;6.0;;72
1333023;297.0;0.2;0.0;16.0;16.0;0.4;1.0;;79
2066523;2440.0;44.0;25.0;35.0;31.0;7.6;19.0;590.0;56
2060538;2280.0;35.0;16.0;51.0;48.0;5.8;21.0;;26
2322532;711.0;9.2;1.4;3.9;0.0;18.0;1.0;170.0;45
2193566;;16.0;;7.5;;2.0;;;96
459854;;26.0;;;;;;;72
1071862;1222.0;12.0;6.6;31.0;5.9;12.0;13.0;;33
1848523;2071.0;29.0;7.0;55.0;3.3;4.4;14.0;495.0;71
1183153;2255.0;31.7;14.8;57.4;12.8;6.0;24.0;;72
1151311;126.0;0.5;0.5;4.4;0.2;3.2;2.0;30.0;6
1183157;2330.0;32.9;15.5;61.3;7.0;3.6;23.0;557.0;62
1422008;75.0;0.6;0.2;1.6;0.6;1.4;;18.0;
1115119;565.0;3.5;1.2;0.0;0.0;26.0;1.0;135.0;13
1015546;17.0;0.4;0.0;0.5;0.5;0.3;2.0;4.0;
1015547;14.0;0.5;0.5;0.5;0.4;0.5;2.0;3.4;
1786981;9.0;0.0;0.0;2.4;1.4;0.0;2.0;;
1077167;172.0;0.0;0.0;10.2;10.2;0.0;13.0;41.0;
1879198;180.0;0.0;0.0;10.6;10.6;0.0;14.0;43.0;
1879303;0.48;;;0.04;;;;;
1010560;1339.0;1.2;0.2;50.4;1.0;24.0;-12.0;320.0;89
1221127;2.0;0.1;0.1;0.2;0.1;0.2;2.0;0.5;
1403677;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5
1879055;1.0;0.0;0.0;0.0;0.0;0.0;1.0;;
1082641;;;;;;;0.0;;
1298683;92.0;0.5;0.1;5.4;5.4;0.5;8.0;22.0;48
1016198;;27.5;;;;;;;44
1057351;1413.0;0.1;0.1;83.1;81.7;0.1;15.0;;
1191045;217.0;0.2;0.0;12.0;11.0;0.3;-5.0;51.0;105
1191802;2044.0;22.0;10.0;62.0;26.0;8.0;16.0;;45
770469;1351.0;31.0;;3.0;;9.0;;;34
2323457;1849.0;44.7;7.3;8.3;7.7;1.5;22.0;442.0;34
2314897;139.0;2.2;0.3;25.4;2.0;3.3;-1.0;;
1191313;143.0;0.0;0.0;8.4;8.4;0.0;1.0;34.0;85
1191103;1159.0;6.1;3.0;41.0;1.7;13.0;1.0;277.0;
1008563;720.0;0.3;0.2;37.0;0.1;3.7;3.0;;91
1010897;273.0;2.3;0.5;7.8;1.2;2.6;;65.0;
1008147;176.0;2.5;1.4;4.4;0.2;0.4;;42.0;
1285798;741.0;4.3;2.9;30.6;4.5;3.6;6.0;;
1088917;364.0;3.7;2.5;9.9;5.2;3.6;5.0;87.0;77
1850048;214.0;0.0;0.0;12.0;11.7;0.1;14.0;50.0;87
1077121;587.0;10.0;0.7;2.5;1.9;6.6;6.0;142.0;83
1015539;13.8;0.5;0.5;0.6;0.6;0.5;2.0;;
1092109;841.0;11.8;0.1;0.0;0.0;23.6;-3.0;201.0;41
1079586;1071.0;21.8;9.0;0.7;0.5;15.0;20.0;257.0;42
1065881;1569.0;1.2;0.3;78.2;2.7;11.0;-4.0;375.0;
1065873;1431.0;2.3;0.5;63.9;3.3;10.7;-6.0;342.0;
1065859;1543.0;1.4;0.29;80.7;6.7;12.5;-5.0;;
1065858;1519.0;1.9;0.35;73.7;2.2;11.5;-6.0;;
1065867;1565.0;1.8;0.3;75.4;12.9;9.7;-4.0;370.0;
1034582;;0.0;0.0;9.8;9.3;0.1;;;
1034607;;0.0;0.0;8.5;8.2;0.1;;;
1034608;;0.0;0.0;8.5;8.2;0.1;;;
1119847;21.0;0.0;0.0;1.1;1.1;0.1;2.0;5.0;
1094430;20.0;0.01;0.0;1.1;1.1;0.1;2.0;;
939649;1745.0;32.0;22.5;0.5;0.14;28.0;13.0;417.0;56
1185162;402.0;3.4;2.2;13.0;13.0;3.8;3.0;96.0;79
2408372;598.96;1.2;0.2;14.0;0.8;20.0;-3.0;152.0;79
1298361;163.0;0.5;0.1;9.6;9.6;0.5;13.0;;
1297724;126.0;;;7.5;7.0;;;30.0;
1285458;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
1135944;1610.0;10.0;6.0;69.0;52.0;3.0;17.0;;78
1200627;2222.0;59.0;22.0;0.0;0.0;0.0;12.0;531.0;48
1277303;720.0;0.3;;67.6;;1.5;;;
1010807;2079.0;22.3;10.5;62.9;47.1;10.2;;;79
1077574;905.0;12.0;5.9;19.0;1.5;7.6;5.0;;
1078283;979.0;13.4;6.3;19.5;2.8;8.9;14.0;234.0;34
1320045;2367.0;44.4;28.1;28.6;23.8;8.0;17.0;569.0;29
1133321;577.0;6.5;3.6;13.0;2.8;6.6;1.0;138.0;59
2034525;322.0;2.2;0.6;10.1;2.0;3.5;;77.0;
1016771;1954.0;17.5;10.0;68.6;36.3;6.7;20.0;467.0;50
2034521;264.0;2.0;0.6;7.8;1.7;2.9;;63.0;
2034187;2087.0;23.5;9.5;61.7;46.9;9.9;;498.0;103
1207897;967.0;5.3;1.7;41.0;2.9;3.9;5.0;231.0;36
1319691;184.0;0.5;0.1;10.0;9.8;0.5;12.0;44.0;62
1094620;2159.0;29.0;11.9;55.0;29.0;6.5;20.0;517.0;55
1059051;2056.0;23.0;4.5;63.0;36.0;6.0;16.0;491.0;49
1074278;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
2034044;2313.0;34.4;13.8;53.4;51.4;6.5;24.0;555.0;39
1298146;2171.0;29.0;18.0;55.0;51.0;6.0;21.0;519.0;26
1277321;1650.0;0.0;0.0;96.5;69.1;0.0;14.0;;47
2596092;1343.0;13.0;7.2;46.0;29.0;5.9;;321.0;
1059477;174.0;1.7;0.6;4.5;2.0;1.4;2.0;;83
1005090;548.0;3.4;2.3;20.7;18.2;3.6;4.0;;68
1060053;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-10
1358654;75.0;0.0;0.0;3.9;2.6;0.9;-5.0;18.0;
1206466;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
1206553;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;-2
1206482;2253.0;40.0;26.0;36.0;30.0;7.1;27.0;;35
1206481;2336.0;34.6;22.5;54.0;48.8;4.7;33.0;;55
1048935;1365.0;0.0;0.0;80.3;76.0;0.0;14.0;310.0;
1037025;1200.0;8.5;3.2;42.8;0.15;6.6;11.0;;64
1095125;2084.0;28.0;17.0;51.0;51.0;6.4;21.0;498.0;29
1140177;341.0;2.1;0.3;11.6;10.7;3.7;1.0;81.0;79
1140172;345.0;2.1;0.4;11.8;11.3;3.7;1.0;82.0;79
2355801;126.0;2.2;0.4;2.1;0.0;0.5;7.0;30.0;
2408403;1096.0;11.0;1.2;33.0;2.0;5.2;0.0;262.0;
2408344;1504.0;28.0;3.0;0.7;0.0;25.0;12.0;362.0;
2408376;666.0;8.3;1.3;5.4;0.5;15.0;-2.0;159.0;79
2327843;426.0;0.2;;22.5;;1.9;;;79
2351425;49.64;0.0;0.0;2.0;1.0;1.0;3.0;12.0;108
2408345;814.7;7.04;1.63;15.24;1.23;13.94;-2.0;;79
2441754;1246.0;25.5;3.9;8.7;0.1;6.4;2.0;;77
1320557;1686.0;7.9;0.95;70.0;2.5;10.5;0.0;403.0;104
2383871;66.0;0.21;;0.92;;1.29;;;79
1060460;422.0;3.3;1.4;12.0;2.5;4.9;1.0;101.0;55
2420871;725.0;15.6;5.0;6.4;2.7;1.4;6.0;;58
2513971;360.0;2.0;0.4;14.0;11.0;3.4;1.0;86.0;79
2420832;865.0;19.3;4.0;6.1;4.5;2.0;8.0;;58
1006633;1360.0;27.0;10.0;1.6;0.7;19.0;23.0;325.0;43
1000161;535.0;6.1;2.0;10.4;1.1;7.5;0.0;128.0;
1000160;412.0;3.8;0.8;11.1;4.0;4.3;0.0;;
2333160;180.0;0.0;;10.0;;0.6;;;79
1082970;1517.0;1.1;0.2;76.6;30.3;7.0;6.0;358.0;53
1848999;2025.0;19.0;8.8;72.7;38.1;4.9;26.0;484.0;44
2514905;230.0;1.9;0.4;5.5;4.4;3.6;-2.0;55.0;79
940048;448.0;1.0;;0.2;;24.0;;;49
1276964;1485.0;32.0;11.0;0.8;0.22;17.0;14.0;355.0;46
1091978;1908.0;16.9;9.8;66.1;43.2;7.4;20.0;456.0;43
1183140;2021.0;22.0;2.0;62.0;6.0;4.0;11.0;470.0;79
1321630;477.0;9.0;0.7;6.5;5.0;1.0;1.0;;79
1058851;1656.0;4.7;1.0;81.0;53.0;6.9;13.0;394.0;57
907912;;34.0;;;;;;;65
1320980;1682.0;30.0;20.0;0.0;0.0;32.0;17.0;402.0;48
2399670;602.0;15.0;3.0;0.1;0.1;0.9;11.0;144.0;105
2351419;326.0;0.5;0.0;4.06;1.25;0.56;2.0;78.0;108
2483780;2210.0;34.0;21.0;54.0;39.0;8.0;19.0;;36
1075042;1587.0;7.0;3.0;71.0;40.0;5.0;11.0;376.0;43
2483782;2080.0;33.0;;53.0;;6.0;;;77
1320969;2342.0;36.0;17.0;49.0;34.0;8.5;19.0;562.0;48
1176697;10.61;0.25;0.2;99.0;0.0;0.0;0.0;;
1078769;1632.0;13.1;0.0;53.0;0.0;14.6;;390.0;
1107390;;37.0;;;;;;;38
2326945;824.0;0.0;0.0;48.0;47.2;0.5;11.0;197.0;98
1070400;1054.0;25.0;17.0;3.0;3.0;5.9;14.0;252.0;60
2491464;1770.0;12.0;1.9;65.0;1.4;12.0;9.0;423.0;
2408343;771.0;11.0;1.7;0.5;0.0;18.0;-3.0;185.0;
2408395;607.0;6.2;0.8;6.3;0.5;15.0;2.0;145.0;79
1133280;628.0;4.2;0.5;24.3;0.5;2.6;1.0;150.0;111
1320074;1086.0;4.0;1.2;44.9;2.5;8.8;3.0;;58
1110446;81.0;0.2;0.3;2.0;1.8;1.5;0.0;;99
2331468;2128.0;31.0;4.7;49.2;0.5;6.1;14.0;;72
1065863;1584.0;2.5;0.3;74.8;5.0;13.0;-4.0;;
1065862;1544.0;3.6;0.6;63.4;3.4;15.8;-6.0;369.0;
1065869;1607.0;1.1;0.2;79.2;6.9;10.9;-2.0;;
1065866;1621.0;1.3;0.24;82.0;7.8;9.7;-1.0;;
1065865;1571.0;0.8;0.2;77.8;6.1;11.0;-4.0;;
1065864;1557.0;1.1;0.3;75.1;5.9;10.9;-5.0;;
1516267;213.0;0.0;0.0;12.1;12.1;0.0;17.0;;27
1880806;184.0;0.0;0.0;11.1;11.1;0.0;15.0;44.0;
1167026;449.0;2.6;1.4;10.9;2.1;9.8;4.0;;
1277221;2230.0;30.0;19.0;59.0;58.5;5.8;26.0;;32
770480;3448.0;100.0;14.0;0.0;;0.0;;824.0;42
1147148;1912.0;41.0;3.4;20.0;16.0;1.5;17.0;457.0;
470718;98.0;0.2;0.13;2.6;2.0;1.9;-1.0;;99
1287410;136.0;;;4.5;4.0;1.5;;;99
2437487;1934.0;19.0;12.0;67.0;64.0;3.6;;;26
2405345;1889.0;20.0;7.3;68.9;13.5;6.0;18.0;;64
2438012;42.0;0.0;0.0;1.8;0.0;0.5;-3.0;10.0;122
1286972;147.0;0.1;0.0;6.2;1.8;2.2;-5.0;;79
2483781;2130.0;36.0;;49.0;;8.0;;;36
1114197;1651.0;1.3;0.24;85.6;3.1;8.7;-4.0;;
1718205;2050.0;23.9;13.2;62.3;55.3;5.6;26.0;490.0;
2485352;1067.0;0.3;0.1;38.0;0.5;18.1;-7.0;255.0;43
2405570;1596.3;3.56;0.6;75.7;0.76;9.67;-3.0;;63
2459493;598.0;7.0;1.0;1.0;0.0;15.0;-4.0;133.0;79
2429645;1155.0;20.2;2.98;7.0;1.3;15.4;4.0;276.0;79
2463602;632.0;13.4;;3.2;;4.4;;;
1116871;632.0;4.0;2.5;16.1;0.3;12.4;;151.0;
2034290;1020.0;13.6;;23.1;;7.1;;;
2580825;4.0;0.0;0.0;1.0;1.0;0.0;;1.0;55
1080966;2083.0;25.2;16.3;60.7;23.2;7.0;20.0;;53
2495239;1375.0;2.0;0.37;65.42;5.54;11.5;-5.0;;79
1320394;763.0;6.7;1.1;19.7;2.5;10.0;2.0;182.0;15
1320680;255.0;0.0;0.0;15.0;15.0;0.25;;61.0;99
2405516;490.0;1.4;0.4;1.8;0.5;24.0;5.0;117.0;79
1138744;;24.5;;3.5;;6.0;;;39
1322020;1723.0;6.1;0.6;60.8;10.8;19.1;-3.0;;79
1320832;485.0;0.9;0.0;0.0;0.0;27.0;0.0;116.0;38
2512863;2402.0;44.0;27.0;33.0;29.0;7.4;18.0;;27
1319868;81.0;0.4;;2.9;;1.0;;;92
1092033;1450.0;0.5;0.2;76.5;0.2;7.0;;;23
1319783;569.0;3.5;1.0;0.0;0.01;26.0;0.0;136.0;-4
1320622;347.0;3.6;2.4;4.7;4.7;7.9;0.0;83.0;79
1321175;360.0;2.5;1.7;12.0;11.4;3.1;2.0;;
1040364;1538.0;0.0;0.0;90.0;0.0;0.0;4.0;362.0;115
1059982;1105.0;22.0;8.2;1.5;0.9;15.0;18.0;264.0;8
1319694;176.0;0.1;0.1;9.4;8.7;0.7;12.0;42.0;56
1185163;381.0;2.8;1.09;14.55;11.9;3.8;2.0;91.0;79
1051201;1950.0;43.0;14.0;2.7;1.7;17.0;25.0;466.0;18
796354;2021.0;21.0;2.3;62.0;22.0;7.0;11.0;478.0;39
1059001;1293.0;0.5;0.2;73.0;60.0;3.0;;309.0;67
2513132;1859.0;12.3;1.2;76.4;26.7;5.5;14.0;;54
1255774;941.0;16.8;6.0;0.3;0.0;18.2;14.0;225.0;
1046848;243.0;0.6;0.4;10.0;9.7;3.0;16.0;57.0;62
1278595;;0.0;;13.0;;0.8;;;21
1287102;649.0;12.0;0.4;4.0;2.0;6.9;7.0;;83
1041951;;21.0;2.5;64.0;7.5;8.0;;;72
1010890;306.0;2.3;0.7;9.7;2.3;2.5;;;
1010892;305.0;2.2;0.5;10.4;2.0;2.5;;73.0;
1239981;3700.0;100.0;12.0;0.0;;0.0;;;
1416863;523.0;7.0;2.2;1.1;0.9;13.9;2.0;125.0;20
1133708;536.0;5.6;0.9;3.3;3.3;11.3;-4.0;128.0;
1104847;1192.0;0.0;0.0;69.4;69.4;0.0;;285.0;108
1040619;662.0;12.0;2.2;0.9;0.6;11.6;3.0;160.0;18
2408455;202.1;0.84;0.106;7.57;7.57;2.49;0.0;;79
2408454;256.05;1.2;0.23;9.25;7.9;3.2;-1.0;;79
2408348;996.28;8.98;1.44;22.22;2.21;14.92;1.0;;79
1078146;2130.0;28.0;17.0;53.0;49.0;7.5;21.0;;26
1253822;1598.0;2.3;0.4;79.0;1.1;9.0;-5.0;382.0;63
2628861;190.0;0.1;0.1;10.5;10.5;0.2;15.0;45.0;9
1028812;;0.0;0.0;11.3;9.2;0.8;;;48
1384300;347.0;1.0;0.3;12.0;1.0;4.8;-1.0;82.0;
2321692;1046.0;3.0;0.4;45.0;3.1;9.0;-1.0;;75
791867;257.0;1.8;0.4;8.1;7.6;3.1;0.0;;79
1034584;114.0;0.0;0.0;6.2;6.0;0.1;;;
1034614;115.0;0.0;0.0;6.2;6.1;0.1;;;
1221331;305.0;0.5;0.1;18.0;16.0;0.5;3.0;73.0;74
1297756;1207.0;0.1;0.1;8.8;8.8;0.1;;35.5;117
1092468;607.0;10.3;2.7;0.7;0.7;12.3;-1.0;145.0;44
1264789;1305.0;26.9;9.9;1.7;0.2;16.0;21.0;312.0;46
1009734;1138.0;20.0;4.6;2.0;0.0;21.0;17.0;272.0;32
1016228;;30.6;;;;;;;43
1147146;1695.0;36.1;3.0;18.2;15.5;0.9;16.0;405.0;63
2524446;858.0;8.7;7.3;29.5;28.0;1.9;15.0;;79
2524445;793.0;8.3;1.2;26.5;26.1;1.9;7.0;;79
2568669;1380.0;22.5;16.2;27.5;23.8;4.38;19.0;;91
1081193;1599.0;7.66;3.5;70.3;39.0;5.3;12.0;382.0;43
997690;2020.0;20.0;13.0;69.0;27.0;6.2;23.0;483.0;53
1321487;719.0;10.0;3.0;0.5;0.5;20.0;12.0;172.0;39
1321176;377.0;2.5;1.7;13.0;12.3;3.1;2.0;90.0;
1351768;235.2;0.2;;12.5;;0.9;;;71
